Time,Grid Demand [W],PV Gen [W],Day-ahead Price [EUR/MWh]
1656626400000,-15299.895833333334,0.0,268.71
1656630000000,-14380.541666666666,0.0,265.86
1656633600000,-15218.604166666666,0.0,268.01
1656637200000,-15701.041666666666,0.0,266.12
1656640800000,-14564.479166666666,0.0,265.38
1656644400000,-15258.791666666666,0.0,282.13
1656648000000,-15652.229166666666,931.6083333333332,355.19
1656651600000,-18506.416666666668,858.5916666666667,378.85
1656655200000,-18414.25,4031.1375,385.19
1656658800000,-16702.719665271965,6416.602510460251,378.0
1656662400000,-19301.875,7650.7125,360.06
1656666000000,-4637.1875,22285.80833333333,354.77
1656669600000,747.1458333333334,25980.991666666665,325.63
1656673200000,8700.125,45128.2875,300.72
1656676800000,1552.3125,28030.391666666663,266.68
1656680400000,1788.1041666666667,26709.12083333333,261.06
1656684000000,1220.375,26171.954166666663,220.69
1656687600000,390.0416666666667,19471.14583333333,259.95
1656691200000,59.0625,19986.845833333333,289.07
1656694800000,-624.1666666666666,9137.570833333331,329.39
1656698400000,-1550.1041666666667,3782.658333333333,359.56
1656702000000,-12884.395833333334,208.7333333333333,356.91
1656705600000,-14870.1875,0.0,385.0
1656709200000,-13879.5625,0.0,362.3
1656712800000,-13373.104166666666,0.0,285.72
1656716400000,-14609.916666666666,0.0,255.0
1656720000000,-14875.916666666666,0.0,237.2
1656723600000,-13988.291666666666,0.0,230.71
1656727200000,-13752.083333333334,0.0,222.31
1656730800000,-15103.0625,94.4875,214.2
1656734400000,-12787.5,2659.3416666666667,233.84
1656738000000,-4638.5,9049.641666666666,244.56
1656741600000,-417.0208333333333,19175.02083333333,208.6
1656745200000,2573.9166666666665,30224.229166666668,154.08
1656748800000,7802.854166666667,38749.55416666667,125.0
1656752400000,22145.14583333333,43939.20416666667,113.85
1656756000000,30773.104166666668,47070.066666666666,89.37
1656759600000,31154.604166666668,48178.90416666667,76.33
1656763200000,29434.75,46805.075,89.34
1656766800000,26739.97907949791,42905.57740585774,89.17
1656770400000,20671.64583333333,37272.13333333333,131.11
1656774000000,11706.5,29382.0125,240.3
1656777600000,4296.0625,20137.920833333334,285.03
1656781200000,-75.89583333333333,11137.541666666666,350.0
1656784800000,-1080.3541666666667,3741.325,362.85
1656788400000,-3183.9166666666665,204.875,359.96
1656792000000,-10062.916666666666,0.0,353.44
1656795600000,-13444.4375,0.0,302.17
1656799200000,-14698.666666666666,0.0,270.08
1656802800000,-14932.458333333334,0.0,237.95
1656806400000,-14514.75,0.0,199.08
1656810000000,-14387.520833333334,0.0,195.6
1656813600000,-14571.458333333334,0.0,185.6
1656817200000,-15498.395833333334,83.42083333333333,182.71
1656820800000,-12948.541666666666,2583.175,176.71
1656824400000,-5869.333333333333,8655.6375,192.31
1656828000000,-875.1666666666666,18744.5375,185.07
1656831600000,1510.8125,29858.88333333333,170.26
1656835200000,6950.708333333333,37929.59166666667,128.2
1656838800000,18666.604166666668,42634.15833333333,107.43
1656842400000,28660.625,46179.225,93.1
1656846000000,28957.95833333333,47341.79583333333,68.55
1656849600000,28853.75,46354.68333333333,65.82
1656853200000,25305.45833333333,42389.645833333336,74.46
1656856800000,14028.895833333334,32691.8375,123.8
1656860400000,8714.0625,26346.5625,175.99
1656864000000,5292.229166666667,21933.05,272.77
1656867600000,-106.89583333333331,11492.754166666668,327.0
1656871200000,-1344.1666666666667,3581.4625,340.1
1656874800000,-4199.020833333333,245.85416666666663,348.43
1656878400000,-11150.270833333334,0.0,348.45
1656882000000,-15668.916666666666,0.0,333.06
1656885600000,-15847.916666666666,0.0,319.65
1656889200000,-14904.958333333334,0.0,277.83
1656892800000,-14503.958333333334,0.0,265.16
1656896400000,-15664.6875,0.0,254.35
1656900000000,-15452.916666666666,0.0,258.03
1656903600000,-14202.5,100.97916666666669,302.44
1656907200000,-13121.0,2628.0041666666666,361.88
1656910800000,-10355.6875,8091.2875,376.0
1656914400000,-7024.458333333333,16699.45,385.17
1656918000000,-4.5625,29190.7125,366.0
1656921600000,1143.375,37235.583333333336,291.7
1656925200000,3364.145833333333,40987.2375,221.3
1656928800000,7434.645833333333,40086.42916666667,181.8
1656932400000,8840.479166666666,42576.6875,184.36
1656936000000,10049.708333333334,42270.645833333336,172.35
1656939600000,8566.770833333334,39652.32083333333,171.19
1656943200000,6457.958333333333,36745.12083333333,182.64
1656946800000,3065.020920502092,28550.414225941426,211.1
1656950400000,517.25,21419.804166666665,329.99
1656954000000,-717.2083333333334,12756.5125,379.62
1656957600000,-4698.854166666667,4672.345833333334,398.72
1656961200000,-10401.083333333334,271.39166666666665,385.52
1656964800000,-13481.208333333334,0.0,396.92
1656968400000,-15629.520833333334,0.0,379.64
1656972000000,-16207.958333333334,0.0,359.96
1656975600000,-14851.3125,0.0,319.24
1656979200000,-14756.729166666666,0.0,309.33
1656982800000,-16058.791666666666,0.0,301.08
1656986400000,-15855.708333333334,0.0,299.91
1656990000000,-15024.395833333334,86.95833333333333,324.82
1656993600000,-13818.958333333334,2482.85,380.47
1656997200000,-9747.104166666666,8543.283333333333,412.59
1657000800000,-4545.645833333333,18447.225,409.61
1657004400000,261.9375,29363.675,338.68
1657008000000,964.8958333333334,37456.05833333333,283.72
1657011600000,2668.1875,42593.52916666667,286.6
1657015200000,10441.4375,45369.520833333336,243.95
1657018800000,16893.75,49716.27916666667,227.94
1657022400000,18090.0,47561.74166666667,210.95
1657026000000,12255.770833333334,43353.95,213.06
1657029600000,7950.083333333333,37202.5625,237.8
1657033200000,4105.75,28786.741666666665,301.14
1657036800000,-2106.8125,13643.8125,336.25
1657040400000,-931.2916666666666,11790.920833333334,363.98
1657044000000,-6875.916666666667,3351.7166666666667,370.0
1657047600000,-13104.4375,175.05,370.4
1657051200000,-15544.8125,0.0,378.29
1657054800000,-16426.645833333332,0.0,361.16
1657058400000,-15759.75,0.0,351.39
1657062000000,-14938.958333333334,0.0,309.3
1657065600000,-14939.291666666666,0.0,293.84
1657069200000,-16041.229166666666,0.0,280.18
1657072800000,-16479.479166666668,0.0,299.44
1657076400000,-15458.041666666666,100.32083333333334,322.79
1657080000000,-14124.270833333334,2540.320833333333,389.83
1657083600000,-9740.770833333334,8533.920833333334,413.89
1657087200000,-4431.083333333333,18409.679166666665,406.93
1657090800000,-121.0041841004184,29008.47280334728,355.89
1657094400000,792.2916666666666,35573.30416666667,287.9
1657098000000,4447.4375,41521.775,265.29
1657101600000,8503.744769874476,36682.06276150628,230.68
1657105200000,12601.833333333334,44216.566666666666,204.77
1657108800000,19221.291666666668,48119.6375,172.44
1657112400000,13393.958333333334,41469.9,163.21
1657116000000,5151.041666666667,31259.6,180.04
1657119600000,-484.4166666666667,15961.395833333334,239.08
1657123200000,-416.1666666666667,11762.025,313.06
1657126800000,-2686.8125,8829.558333333332,376.09
1657130400000,-7106.6875,5247.341666666666,387.46
1657134000000,-12894.270833333334,160.35833333333332,381.59
1657137600000,-14481.0,0.0,379.91
1657141200000,-14474.916666666666,0.0,279.85
1657144800000,-15411.541666666666,0.0,267.5
1657148400000,-15000.458333333334,0.0,209.0
1657152000000,-14452.770833333334,0.0,195.77
1657155600000,-14594.354166666666,0.0,189.58
1657159200000,-14544.3125,0.0,186.88
1657162800000,-14977.479166666666,35.7125,190.77
1657166400000,-14650.8125,1526.5041666666666,223.6
1657170000000,-11006.75,6141.908333333334,282.38
1657173600000,-14186.854166666666,8269.895833333334,296.72
1657177200000,-18573.5,7474.3875,256.0
1657180800000,-11297.208333333334,17557.8125,235.48
1657184400000,-2535.2916666666665,20404.825,220.0
1657188000000,-13676.208333333334,9488.2875,201.99
1657191600000,-14496.979166666666,12060.141666666666,190.48
1657195200000,-6107.0625,21248.316666666666,165.62
1657198800000,-11385.708333333334,14385.016666666666,159.07
1657202400000,-6884.25,17570.191666666666,155.02
1657206000000,-3344.083333333333,18526.566666666666,169.68
1657209600000,-12690.458333333334,6591.283333333334,179.01
1657213200000,-14124.6875,3271.7541666666666,197.23
1657216800000,-15351.1875,2239.1041666666665,242.42
1657220400000,-16613.145833333332,159.69583333333333,258.96
1657224000000,-14867.645833333334,0.0,246.15
1657227600000,-15076.729166666666,0.0,197.94
1657231200000,-16116.770833333334,0.0,200.08
1657234800000,-15191.979166666666,0.0,224.05
1657238400000,-14239.375,0.0,228.55
1657242000000,-14828.541666666666,0.0,227.26
1657245600000,-13559.104166666666,0.0,210.33
1657249200000,-14105.416666666666,66.07083333333334,248.33
1657252800000,-13713.8125,2642.2291666666665,371.95
1657256400000,-8727.520833333334,8563.504166666668,418.92
1657260000000,-2012.3125,18643.8625,420.67
1657263600000,1484.2708333333333,29910.5375,351.7
1657267200000,2601.145833333333,25560.416666666668,318.59
1657270800000,7489.2468619246865,40428.351464435145,272.28
1657274400000,12013.604166666666,45907.44583333333,215.05
1657278000000,19548.58333333333,47196.02916666667,210.59
1657281600000,21289.375,46030.375,178.56
1657285200000,18739.604166666668,42210.75,207.56
1657288800000,13141.645833333334,36597.04166666666,210.02
1657292400000,5922.895833333333,28754.158333333333,258.71
1657296000000,912.0625,19582.475,319.26
1657299600000,-218.58333333333331,10736.383333333331,387.92
1657303200000,-2125.6041666666665,3320.1208333333334,410.89
1657306800000,-8206.833333333334,125.20833333333331,422.59
1657310400000,-13691.395833333334,0.0,416.11
1657314000000,-14100.729166666666,0.0,372.0
1657317600000,-13700.979166666666,0.0,350.0
1657321200000,-14148.354166666666,0.0,283.47
1657324800000,-13492.020833333334,0.0,221.32
1657328400000,-13493.541666666666,0.0,216.81
1657332000000,-13315.208333333334,0.0,203.12
1657335600000,-13478.291666666666,19.84583333333333,209.86
1657339200000,-11142.1875,2571.575,241.95
1657342800000,-5322.3125,8053.25,247.14
1657346400000,-1716.3958333333333,16413.225,241.43
1657350000000,1340.9583333333333,27983.1125,179.83
1657353600000,5374.583333333333,35624.69583333333,154.72
1657357200000,18086.104166666668,42185.96666666667,136.51
1657360800000,26013.45833333333,43653.275,93.54
1657364400000,20888.104166666668,36223.04583333333,74.35
1657368000000,19046.9375,35007.683333333334,21.94
1657371600000,14439.729166666666,31418.025,11.94
1657375200000,7514.979166666667,21836.470833333333,16.03
1657378800000,9021.916666666666,27233.691666666666,64.84
1657382400000,1333.7916666666667,14068.833333333334,90.02
1657386000000,70.875,9445.629166666668,94.98
1657389600000,-1362.4583333333333,1203.075,100.86
1657393200000,-6415.166666666667,0.0,100.59
1657396800000,-12263.208333333334,0.0,120.16
1657400400000,-14130.604166666666,0.0,79.89
1657404000000,-15949.0625,0.0,77.12
1657407600000,-14287.270833333334,0.0,49.32
1657411200000,-13948.166666666666,0.0,50.03
1657414800000,-14064.833333333334,0.0,31.39
1657418400000,-15884.291666666666,0.0,63.31
1657422000000,-13839.8125,50.05416666666667,58.57
1657425600000,-11827.833333333334,2439.0125,67.67
1657429200000,-7741.833333333333,8288.541666666666,41.89
1657432800000,-1670.8541666666667,12836.766666666666,36.75
1657436400000,786.4583333333334,18051.358333333334,30.01
1657440000000,3308.1041666666665,23353.3625,30.08
1657443600000,10387.3125,38282.225,49.77
1657447200000,15533.583333333334,46253.59583333333,20.0
1657450800000,30325.64583333333,48207.525,19.14
1657454400000,25133.52083333333,41571.53333333333,11.85
1657458000000,11213.270833333334,26374.1625,21.31
1657461600000,16241.041666666666,31589.4875,40.29
1657465200000,560.4583333333334,14589.979166666666,77.11
1657468800000,2868.895833333333,16942.2125,157.13
1657472400000,-164.72916666666666,5898.425,322.13
1657476000000,-739.4791666666666,2573.2458333333334,369.9
1657479600000,-7797.270833333333,97.975,378.07
1657483200000,-12043.6875,0.0,389.17
1657486800000,-13829.604166666666,0.0,371.92
1657490400000,-14965.458333333334,0.0,320.08
1657494000000,-14439.125,0.0,278.0
1657497600000,-13826.541666666666,0.0,275.96
1657501200000,-13769.458333333334,0.0,269.27
1657504800000,-14808.25,0.0,272.15
1657508400000,-14612.708333333334,37.675,298.0
1657512000000,-12548.729166666666,2259.145833333333,395.95
1657515600000,-10899.1875,6523.6,415.08
1657519200000,-8909.0,11651.2125,433.97
1657522800000,-219.47916666666663,27653.079166666663,416.32
1657526400000,2720.606694560669,29656.585774058574,404.98
1657530000000,2543.9375,26455.87083333333,396.9
1657533600000,3949.6041666666665,31083.579166666663,380.42
1657537200000,3516.2291666666665,34075.60833333333,369.28
1657540800000,1725.2291666666667,27585.02083333333,333.76
1657544400000,4277.020833333333,34141.8875,332.61
1657548000000,1533.0962343096237,23256.73640167364,319.82
1657551600000,-343.2083333333333,19032.579166666663,375.48
1657555200000,119.8125,20457.6875,405.0
1657558800000,-816.75,12611.6375,458.03
1657562400000,-12971.610878661088,3135.531380753138,469.9
1657566000000,-16398.479166666668,293.50416666666666,452.12
1657569600000,-15524.166666666666,0.0,450.05
1657573200000,-14973.729166666666,0.0,419.15
1657576800000,-14693.979166666666,0.0,395.49
1657580400000,-15788.604166666666,0.0,349.57
1657584000000,-15385.708333333334,0.0,330.04
1657587600000,-14186.895833333334,0.0,331.5
1657591200000,-14931.3125,0.0,334.34
1657594800000,-16041.1875,65.8375,362.1
1657598400000,-14025.208333333334,2324.383333333333,419.64
1657602000000,-9021.229166666666,7923.758333333333,453.66
1657605600000,-4917.887029288703,17213.61087866109,448.9
1657609200000,80.875,28391.179166666665,382.42
1657612800000,1818.6192468619247,37614.50209205021,328.74
1657616400000,6907.104166666667,42742.025,338.32
1657620000000,14421.604166666666,45214.45,297.47
1657623600000,15247.104166666666,46137.525,260.07
1657627200000,17026.208333333332,44272.75833333333,262.23
1657630800000,13035.666666666666,40613.76666666667,287.22
1657634400000,9025.125,35240.77916666667,314.81
1657638000000,4035.9375,27698.379166666666,395.9
1657641600000,16.113445378151262,16242.73949579832,429.08
1657645200000,-1605.2916666666667,8567.233333333334,481.59
1657648800000,-5304.708333333333,2743.2875,506.69
1657652400000,-11737.72340425532,114.77872340425532,480.0
1657656000000,-15638.583333333334,0.0,470.0
1657659600000,-14902.479166666666,0.0,404.09
1657663200000,-14085.302083333334,0.0,416.05
1657666800000,-13943.645833333334,0.0,365.61
1657670400000,-15515.3125,0.0,325.34
1657674000000,-15182.75,0.0,339.99
1657677600000,-14624.0625,0.0,325.04
1657681200000,-13916.854166666666,0.0,332.22
1657684800000,-12807.092050209205,2530.8870292887027,411.97
1657688400000,-11222.866108786611,6022.334728033473,435.0
1657692000000,-6657.458333333333,15993.325,456.57
1657695600000,-4760.270833333333,20940.866666666665,423.14
1657699200000,654.7291666666666,34470.475,365.76
1657702800000,2039.75,39462.42916666667,350.25
1657706400000,3031.0625,38553.68333333333,273.05
1657710000000,3227.208333333333,41935.504166666666,246.1
1657713600000,558.7916666666666,25969.2875,190.02
1657717200000,-4959.0,13067.304166666669,183.63
1657720800000,-2453.270833333333,18324.416666666668,211.39
1657724400000,-9134.8125,17553.8,294.48
1657728000000,-6885.125,18081.054166666665,370.44
1657731600000,-13491.979166666666,8794.541666666666,431.7
1657735200000,-19640.6875,3071.5416666666665,448.22
1657738800000,-19546.0,131.6375,446.34
1657742400000,-18102.6875,0.0,435.93
1657746000000,-17132.604166666668,0.0,373.57
1657749600000,-16523.083333333332,0.0,400.44
1657753200000,-16694.958333333332,0.0,378.06
1657756800000,-16116.333333333334,0.0,345.47
1657760400000,-16387.416666666668,0.0,334.1
1657764000000,-15722.604166666666,0.0,335.01
1657767600000,-15036.1875,12.279166666666669,371.63
1657771200000,-14130.020833333334,2205.2916666666665,421.32
1657774800000,-11174.4375,6827.854166666667,433.31
1657778400000,-9146.066945606695,14935.73640167364,434.07
1657782000000,-4381.875,25682.375,419.94
1657785600000,458.0208333333333,33051.05416666667,379.9
1657789200000,709.7916666666666,36989.9625,355.93
1657792800000,2269.395833333333,36300.7875,301.49
1657796400000,2843.375,46281.52916666667,274.85
1657800000000,1588.0,33993.40416666667,239.44
1657803600000,-570.8541666666666,23324.666666666668,254.96
1657807200000,-890.9791666666666,17132.695833333335,282.6
1657810800000,-793.4583333333334,21661.3375,346.37
1657814400000,-2959.208333333333,13645.879166666668,394.63
1657818000000,-13546.020833333334,8166.020833333333,420.92
1657821600000,-17504.6875,2875.4791666666665,436.27
1657825200000,-18117.4375,100.70833333333331,433.93
1657828800000,-16623.895833333332,0.0,422.39
1657832400000,-15267.395833333334,0.0,400.04
1657836000000,-15162.333333333334,0.0,350.0
1657839600000,-15264.4375,0.0,320.07
1657843200000,-14137.625,0.0,298.49
1657846800000,-14535.270833333334,0.0,305.01
1657850400000,-14379.395833333334,0.0,307.55
1657854000000,-15381.395833333334,149.17916666666667,330.0
1657857600000,-13009.041666666666,2530.3083333333334,404.9
1657861200000,-10355.645833333334,7354.354166666667,429.92
1657864800000,-4308.729166666667,16759.116666666665,416.65
1657868400000,143.8125,27748.50833333333,334.06
1657872000000,578.5625,36416.74583333333,262.45
1657875600000,4755.8125,41875.0375,243.92
1657879200000,13617.166666666666,45046.10833333333,218.1
1657882800000,14299.229166666666,44222.625,190.0
1657886400000,15700.083333333334,42485.29166666666,191.8
1657890000000,10469.479166666666,36290.39166666667,222.15
1657893600000,10452.833333333334,35721.308333333334,225.39
1657897200000,5665.166666666667,27336.4625,335.35
1657900800000,257.9583333333333,18446.19583333333,409.07
1657904400000,-856.63179916318,9751.76569037657,421.86
1657908000000,-4806.020833333333,2807.7166666666667,430.45
1657911600000,-12094.583333333334,105.09166666666668,433.99
1657915200000,-16160.5625,0.0,432.89
1657918800000,-17133.270833333332,0.0,404.09
1657922400000,-16487.791666666668,0.0,384.91
1657926000000,-14688.0,0.0,349.96
1657929600000,-14086.520833333334,0.0,289.8
1657933200000,-15110.291666666666,0.0,252.86
1657936800000,-14123.395833333334,0.0,236.19
1657940400000,-15446.21338912134,2.0543933054393304,233.1
1657944000000,-11803.8125,2065.8416666666667,211.55
1657947600000,-7642.708333333333,7372.341666666666,199.74
1657951200000,-1138.4375,16604.554166666665,139.93
1657954800000,1240.4583333333333,27610.30833333333,52.49
1657958400000,4667.9375,36077.025,35.53
1657962000000,15790.1875,41551.3375,1.07
1657965600000,24560.8125,44384.9375,0.07
1657969200000,27380.70833333333,45948.15,-0.05
1657972800000,20465.58333333333,39517.629166666666,-0.1
1657976400000,12539.375,31735.970833333333,0.0
1657980000000,14822.875,34919.32916666667,1.03
1657983600000,7763.5625,27218.9375,31.66
1657987200000,511.8541666666667,18338.95833333333,143.75
1657990800000,-425.7916666666667,9771.25,264.3
1657994400000,-2212.9375,2790.6625,334.25
1657998000000,-10306.104166666666,148.60833333333332,344.13
1658001600000,-13525.3125,0.0,357.55
1658005200000,-14865.833333333334,0.0,331.77
1658008800000,-14726.104166666666,0.0,290.06
1658012400000,-15209.25,0.0,240.8
1658016000000,-14177.541666666666,0.0,200.64
1658019600000,-13497.333333333334,0.0,192.63
1658023200000,-13801.145833333334,0.0,193.81
1658026800000,-14692.083333333334,0.0,190.46
1658030400000,-12402.854166666666,1911.0583333333332,195.02
1658034000000,-7799.833333333333,7314.758333333333,190.14
1658037600000,-804.2291666666666,16733.179166666665,189.51
1658041200000,891.3958333333334,27843.616666666665,164.0
1658044800000,5820.041666666667,36236.3,115.77
1658048400000,13608.729166666666,41667.29583333333,110.21
1658052000000,24904.125,44569.49166666667,87.59
1658055600000,25757.75,45348.02916666667,72.92
1658059200000,23153.6875,43448.04166666666,40.02
1658062800000,19666.5625,39710.833333333336,83.42
1658066400000,13791.166666666666,34184.541666666664,109.3
1658070000000,6893.770833333333,27023.866666666665,200.89
1658073600000,-7.333333333333333,18162.5875,344.42
1658077200000,-951.5208333333334,9748.0125,415.01
1658080800000,-3525.395833333333,2826.204166666667,426.4
1658084400000,-11413.25,41.13333333333333,434.95
1658088000000,-14391.166666666666,0.0,430.02
1658091600000,-15705.9375,0.0,406.57
1658095200000,-14666.479166666666,0.0,389.77
1658098800000,-14814.604166666666,0.0,328.49
1658102400000,-13658.6875,0.0,299.23
1658106000000,-15228.125,0.0,282.44
1658109600000,-14158.125,0.0,287.08
1658113200000,-14134.979079497907,11.98744769874477,305.11
1658116800000,-15130.270833333334,2267.8875,393.11
1658120400000,-9900.479166666666,7654.854166666667,424.94
1658124000000,-6305.4375,15331.920833333334,401.82
1658127600000,-9.604166666666666,26788.608333333334,373.93
1658131200000,213.35416666666663,34773.875,324.03
1658134800000,530.3333333333334,39807.80416666667,303.44
1658138400000,4945.6875,42795.61666666667,291.35
1658142000000,8005.208333333333,43735.4375,271.57
1658145600000,7414.729166666667,41317.32916666667,277.89
1658149200000,5135.979166666667,37642.5625,279.97
1658152800000,3477.5416666666665,33063.10833333333,386.25
1658156400000,682.0625,25050.4,455.42
1658160000000,-350.875,17821.8375,512.56
1658163600000,-1394.3723849372384,9855.372384937238,637.64
1658167200000,-9549.75,2960.170833333333,679.54
1658170800000,-16753.4375,97.94166666666666,600.0
1658174400000,-16718.625,0.0,530.13
1658178000000,-15200.875,0.0,469.86
1658181600000,-16041.729166666666,0.0,402.46
1658185200000,-14357.041666666666,0.0,368.99
1658188800000,-14892.770833333334,0.0,336.39
1658192400000,-15476.541666666666,0.0,325.24
1658196000000,-13777.375,0.0,318.72
1658199600000,-14301.791666666666,0.0,350.98
1658203200000,-14132.479166666666,1749.0875,440.0
1658206800000,-11274.791666666666,6939.8375,483.43
1658210400000,-6198.729166666667,15904.570833333331,452.95
1658214000000,-4045.020920502092,26648.179916317997,385.6
1658217600000,-253.10416666666663,35073.291666666664,364.07
1658221200000,320.6875,40381.45416666667,342.88
1658224800000,1733.5833333333333,43568.645833333336,344.33
1658228400000,6383.916666666667,44546.36666666667,339.53
1658232000000,7029.979166666667,42771.12083333333,322.72
1658235600000,4443.979166666667,39150.90416666667,348.17
1658239200000,4365.5,33907.64166666667,380.01
1658242800000,910.1458333333334,26238.416666666668,443.42
1658246400000,-971.9583333333334,17468.958333333332,484.1
1658250000000,-5285.625,9124.508333333331,581.25
1658253600000,-12887.020833333334,2665.0291666666667,570.05
1658257200000,-17639.5625,61.93333333333333,466.15
1658260800000,-20734.625,0.0,392.7
1658264400000,-20072.291666666668,0.0,285.91
1658268000000,-19763.604166666668,0.0,268.35
1658271600000,-19773.229166666668,0.0,241.92
1658275200000,-17003.041666666668,0.0,234.63
1658278800000,-16349.145833333334,0.0,236.89
1658282400000,-16282.25,0.0,235.99
1658286000000,-16742.583333333332,0.0,280.09
1658289600000,-15992.375,1676.7541666666666,377.03
1658293200000,-11363.0625,6617.2875,425.07
1658296800000,-9017.854166666666,14497.575,394.46
1658300400000,-3011.458333333333,24756.666666666668,334.09
1658304000000,-63.54166666666666,32505.14583333333,299.15
1658307600000,54.04166666666666,37434.833333333336,230.98
1658311200000,1057.4496644295302,40389.07382550336,228.72
1658314800000,,,235.91
1658318400000,,,238.46
1658322000000,,,287.4
1658325600000,,,319.97
1658329200000,,,380.32
1658332800000,,,439.1
1658336400000,,,513.99
1658340000000,,,526.26
1658343600000,,,467.73
1658347200000,,,413.57
1658350800000,,,374.83
1658354400000,,,336.0
1658358000000,,,328.74
1658361600000,,,332.29
1658365200000,,,335.67
1658368800000,,,327.24
1658372400000,,,334.0
1658376000000,,,436.95
1658379600000,-7065.864661654136,7277.894736842105,493.88
1658383200000,-8719.020833333334,10818.604166666666,488.31
1658386800000,-12423.541666666666,12393.375,462.98
1658390400000,-10127.8125,15420.433333333332,431.95
1658394000000,-1877.8333333333333,28325.604166666668,381.09
1658397600000,911.0833333333334,28779.88333333333,346.06
1658401200000,3458.702928870293,33854.40585774059,319.96
1658404800000,3148.083333333333,44307.65416666667,314.82
1658408400000,833.9121338912134,33698.96234309623,307.94
1658412000000,660.3333333333334,33894.354166666664,337.08
1658415600000,-332.3958333333333,14116.508333333331,346.19
1658419200000,-999.5,12030.445833333331,427.87
1658422800000,-3820.8125,9251.975,488.71
1658426400000,-13771.083333333334,2419.5875,515.45
1658430000000,-18174.33333333333,46.66666666666666,495.18
1658433600000,-14940.416666666666,0.0,513.29
1658437200000,-14786.895833333334,0.0,419.96
1658440800000,-14466.895833333334,0.0,372.69
1658444400000,-14424.375,0.0,334.1
1658448000000,-14026.458333333334,0.0,333.41
1658451600000,-14081.416666666666,0.0,327.35
1658455200000,-14305.8125,0.0,328.25
1658458800000,-13976.375,0.0,336.95
1658462400000,-12067.604166666666,1725.2416666666666,409.88
1658466000000,-9307.729166666666,6594.075,450.9
1658469600000,-3083.0625,15141.8875,436.92
1658473200000,1815.9832635983264,25986.52719665272,409.4
1658476800000,436.1875,34514.89166666667,342.65
1658480400000,978.723849372385,39874.00418410042,334.03
1658484000000,6241.645833333333,43285.75,307.56
1658487600000,14001.979166666666,44012.55416666667,274.04
1658491200000,12007.479166666666,41974.7375,275.57
1658494800000,8183.1875,38478.77916666667,300.99
1658498400000,6786.520833333333,32763.74583333333,301.09
1658502000000,762.5833333333334,21533.579166666663,391.04
1658505600000,-111.875,17567.7,450.56
1658509200000,-1859.1666666666667,4861.454166666666,479.99
1658512800000,-10908.020833333334,1192.3333333333333,480.9
1658516400000,-17136.229166666668,0.0,494.6
1658520000000,-17797.729166666668,0.0,461.04
1658523600000,-18736.5625,0.0,424.92
1658527200000,-16328.083333333334,0.0,404.56
1658530800000,-14848.458333333334,0.0,344.67
1658534400000,-17171.895833333332,0.0,351.99
1658538000000,-14226.041666666666,0.0,337.01
1658541600000,-14520.25,0.0,332.04
1658545200000,-14775.833333333334,0.0,331.27
1658548800000,-14196.020833333334,609.1166666666667,337.03
1658552400000,-10815.770833333334,3674.516666666667,333.12
1658556000000,-7578.458333333333,6968.675,343.78
1658559600000,-1946.8333333333333,16933.766666666666,350.96
1658563200000,4229.145833333333,33994.34166666667,337.02
1658566800000,4963.125,33805.683333333334,307.36
1658570400000,14247.6875,40699.7125,285.06
1658574000000,22979.041666666668,42609.55416666667,242.73
1658577600000,21758.1875,40876.73333333333,183.97
1658581200000,18926.8125,38085.50833333333,185.45
1658584800000,6729.833333333333,24937.5625,226.44
1658588400000,4606.666666666667,23389.8375,285.03
1658592000000,440.0833333333333,14770.570833333331,336.02
1658595600000,-978.2291666666666,6734.929166666667,372.87
1658599200000,-3194.6666666666665,2594.4791666666665,402.15
1658602800000,-11643.854166666666,7.733333333333333,405.61
1658606400000,-17803.0625,0.0,396.9
1658610000000,-15364.333333333334,0.0,366.61
1658613600000,-14729.333333333334,0.0,393.26
1658617200000,-14557.291666666666,0.0,379.24
1658620800000,-14035.4375,0.0,355.06
1658624400000,-13669.083333333334,0.0,331.0
1658628000000,-15210.020833333334,0.0,316.18
1658631600000,-11809.833333333334,0.0,302.82
1658635200000,-12374.0625,1604.6708333333331,272.76
1658638800000,-6490.125,6366.791666666667,260.93
1658642400000,-816.4166666666666,14783.179166666669,222.42
1658646000000,936.8541666666666,24811.24583333333,162.89
1658649600000,4668.229166666667,34406.71666666667,149.99
1658653200000,13641.354166666666,39676.17916666667,100.16
1658656800000,22230.125,42902.11666666667,71.72
1658660400000,24607.5625,42852.645833333336,58.48
1658664000000,24494.229166666668,42318.17916666667,48.77
1658667600000,20674.916666666668,38922.96666666667,64.4
1658671200000,15410.270833333334,33548.38333333333,120.06
1658674800000,6281.0625,25799.69583333333,255.88
1658678400000,350.3125,17047.404166666667,355.02
1658682000000,-1017.3958333333334,8640.195833333333,390.4
1658685600000,-2423.9791666666665,2294.358333333333,418.85
1658689200000,-10794.833333333334,9.670833333333333,433.15
1658692800000,-17346.5,0.0,417.16
1658696400000,-15010.729166666666,0.0,374.48
1658700000000,-15057.291666666666,0.0,346.4
1658703600000,-14082.520833333334,0.0,276.76
1658707200000,-14321.041666666666,0.0,264.97
1658710800000,-13950.458333333334,0.0,266.03
1658714400000,-13709.125,0.0,261.71
1658718000000,-13973.729166666666,0.0,286.29
1658721600000,-14736.125,1355.9875,375.08
1658725200000,-10410.083333333334,6106.491666666667,410.14
